STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,19.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,19.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,18.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,18.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,18.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,17.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,17.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,16.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,16.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,15.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1960,,12.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1961,,11.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1962,,11.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1963,,11.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1964,,12.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1965,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1966,,11.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1967,,25.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1975,,40.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,35.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,22.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1985,,27.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,26,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,28.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1988,,27.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1989,,26.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,24,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,24.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,25.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,24.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,21.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,16.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,17.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,15.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,13.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2000,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2001,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,11.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,11.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,10.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,10.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,9.3999996,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,8.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,7.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,7.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,7.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,7.0999999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,6.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,6.3000002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,6.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,8.1999998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,8.6000004,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,9.1999998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,TUR,Türkiye,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,9.8999996,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,63,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,60.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,60.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,47.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,41.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,29.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,26.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,25.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,20.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,21.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,20.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,19.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,18.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,16.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,15.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,63.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,54.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,44.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,46.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,38.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,34.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,32.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,28.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,26.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,24.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2000,,23.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2001,,22.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,22.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,22.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,22.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,23.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,16.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,15.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,17.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,17.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,16.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,16.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,14.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,POL,Poland,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,13.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1960,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1961,,60.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1962,,59.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1963,,60.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1964,,59.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1965,,59,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1966,,58.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1967,,57.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1968,,57.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1969,,57.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1970,,56.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1971,,54.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1972,,51.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,53.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1974,,54.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1975,,53.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1976,,52.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,53.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,55.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,57.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NOR,Norway,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,57.700001,,A,Normal value,0,Units,1,One
